N,P,K,temperature,humidity,ph,rainfall,label
115,32.13351839509486,34.89625198552008,15.136741070986876,75.6978149644113,6.583301938314772,100.02801149867248,kodomillet
118,29.038520630251625,127.755563374531,26.323353543476436,44.573075021386764,5.776886180972866,184.94220354706295,kodomillet
110,61.10893773012532,76.98412487674213,15.436650820965598,49.76520877385596,8.286394974717616,115.38593194013949,kodomillet
93,34.09293661036334,98.2069156246093,35.79560056831693,52.2779902843162,6.10461336456207,93.15612661192387,kodomillet
51,30.9597051733056,89.77448437017365,30.747825059707893,41.805102398063845,7.213985854632162,115.62735408886905,kodomillet
114,75.0935744300141,61.76943340154173,33.37268537477955,56.37018052343579,8.281686564933377,191.8628910582911,kodomillet
82,87.96507424640842,120.10816383596217,21.58592320914032,57.218697244652205,8.223870701786632,119.59504363488627,kodomillet
92,81.18167369627831,105.21183036318246,35.91508054969955,38.11741531287451,6.612785324771968,198.39528910255154,kodomillet
55,11.839257375465282,47.784675119779834,27.503525777534918,69.34631257307709,7.285910525961658,220.124400935749,kodomillet
34,84.11113898570488,133.58474826914284,26.928346258597053,70.10359923118519,6.298594195139495,95.28199546425816,kodomillet
111,89.78974306781421,101.56224293160673,24.938548563911993,64.92373866112001,7.574754043491156,203.3739643850723,kodomillet
98,59.94043440101167,94.42518256571032,18.689947532453814,88.63969101678954,8.0928104159782,155.1143103376483,kodomillet
43,49.01147058667348,43.657590837516246,33.036451054828554,88.80041674919644,7.418709995618521,175.87637601400718,kodomillet
13,53.84740888823052,128.0766642205557,39.531474111523806,50.410048154582384,7.543642983630059,56.808152312637425,kodomillet
51,70.66157306181101,28.371620904774172,26.837652982166446,78.28232622762661,6.187183581706759,102.20343897094884,kodomillet
90,46.25976866640212,134.4266609312921,34.92101263630495,67.24915142744625,6.947811671488974,100.20451102364478,kodomillet
68,48.98412468131073,63.781448943996644,25.760113253695483,59.6151721716804,6.587410684881622,198.7144285963398,kodomillet
90,21.575843784717243,22.583532472167857,20.85278844193772,53.897651769268236,8.425306522575736,227.55229800497585,kodomillet
20,59.80789078565653,72.01325098210376,16.47768306426275,85.0832195697059,6.862399132264314,234.01349765287898,kodomillet
34,72.51421397285378,86.06637544811544,18.225863645171042,69.6220100247746,6.0906462255559255,174.00865625407783,kodomillet
81,35.06648571577723,89.44820917194394,26.004671098356482,86.56020463546166,7.294616340548943,87.06828248555934,kodomillet
23,64.04349640716902,103.31954196115335,31.191038974462096,74.44780468955986,7.950395288526353,153.3855473751428,kodomillet
115,48.22936726923718,19.2251182384394,24.661030374207506,30.801761007662872,7.6461038460009,93.33979493089934,kodomillet
104,70.3948502279959,118.4282789104613,18.53651401265834,31.814159258092587,6.093327431862683,229.05960559063612,kodomillet
90,82.35716196003567,98.58498512453939,30.535468447948396,68.38442736605515,7.621614837640843,142.1949344425384,kodomillet
55,23.018006726343103,108.81122249550323,33.84681351320762,53.63950145509441,6.428475582296977,245.5799536206854,kodomillet
71,67.1024086795234,88.12988040349939,35.42778775854592,73.14117330132646,7.361801162747704,75.57245187351367,kodomillet
61,27.738449339355107,55.50819793364358,33.615969587771495,72.87486604760235,6.571190601998573,60.983846785589925,kodomillet
13,58.591823519203665,121.2466431388388,37.85020734388283,45.857025220761564,6.7620509181231,64.24254073380074,kodomillet
41,19.963872923954522,144.62505930390807,32.81973107116209,52.53026860871448,6.85725797917,183.0249854692084,kodomillet
66,40.586555266399955,66.90467546000937,29.212496095247612,55.768661295029624,7.61245103588919,239.2580281437364,kodomillet
54,47.52476383233129,25.551628497870706,29.766371567805542,72.44946720522124,5.933045740227655,228.1288581487592,kodomillet
50,71.68603722870591,121.86532769861996,39.44500482842636,87.18677056603676,6.709040837142547,209.56021379977267,prosomillet
50,61.436179752683145,90.79075176125674,15.386239933851899,37.540714135597185,7.964260376918038,119.71770514438282,prosomillet
115,50.31293672333458,101.73031480357415,20.30594268173986,72.88395319720695,6.706449413823904,130.15431616290243,prosomillet
56,64.30606801264632,86.64495568729522,16.157809534141848,42.536900537713585,7.127600811284307,241.77231248939162,prosomillet
58,58.312700471031505,104.31587508445969,33.38622572193753,57.62220275206573,6.777164590791745,116.3672361301181,prosomillet
18,80.29306440946516,90.62890807330463,30.632628813262684,32.51678529163003,7.314178395443986,217.8907887766532,prosomillet
65,66.75462921696484,56.38469055728549,19.711293302142128,88.849428402087,7.410082147173068,70.27186700453791,prosomillet
76,21.7330918374859,86.69305505329643,39.415232590680944,44.75580340953448,7.041964618383168,188.37132920905177,prosomillet
36,72.8413742870916,63.773975853574164,20.000961473948845,64.63859761069088,7.180602881953802,91.24657715662337,prosomillet
54,37.202027337469005,18.831408563539295,36.33992630178643,79.63743733820623,5.757413882933657,78.26341579099957,prosomillet
99,70.41629394708343,127.87301851347296,34.800923479729036,69.43370205164072,5.826737844646736,200.0490103053287,prosomillet
47,82.50575837606758,23.64229389972125,24.65353393374391,86.17983653644362,6.112936476442628,214.46963115564623,prosomillet
105,66.47990618200619,131.31107105895745,22.82090370346771,73.91691902246451,8.22800021115653,239.81040111554694,prosomillet
72,69.84608889193491,85.1149446855312,34.07675295965275,85.94981527082763,8.290461419230807,156.42842311167806,prosomillet
51,20.69636628630648,65.75459516770165,30.01270612897726,41.67964896420152,8.073677051927728,152.6994291335783,prosomillet
64,20.864071672666142,139.52279597807512,22.67816918320313,34.92776205275607,7.732496119402394,50.82773744811608,prosomillet
16,81.54187257905873,84.46973718207485,31.73609068215141,82.08717051591793,7.528519170342635,133.35055821740355,prosomillet
76,34.83341268649484,106.86336227398442,24.459875343395325,58.59990509060748,7.475311310714744,185.57514098245983,prosomillet
22,61.12301423122301,80.99049775916697,24.25848436113261,63.05907931688643,7.692600786071339,133.0031369432726,prosomillet
41,35.01543236474472,36.110396903116346,36.5929883534623,57.947614504658446,7.922072864858823,131.4290212625637,prosomillet
117,54.36145192507118,95.11813297889496,26.651033528422744,50.766713095496165,5.951399820139926,112.24709222403379,prosomillet
57,42.46523117685689,131.3190419955459,18.10547562369432,42.46775238574524,5.920890105698983,207.09361367928963,prosomillet
119,28.15848209185227,103.02241639614653,18.479635064533056,80.06749290760413,6.2678324981990725,78.95257294219124,prosomillet
113,80.76875031010731,111.61212906771758,38.10365347569489,37.4422027293292,6.007309328432541,241.8716358660598,prosomillet
112,49.417615004194516,93.06836709005083,31.557610969227493,37.5805721708355,6.7861459290575485,62.492158710410585,prosomillet
114,18.354597160160566,54.31203592418601,39.85485951549023,34.6985083093521,7.7514466168450955,215.93195696409248,prosomillet
34,60.00280764081544,93.886323401007,29.298658570113382,75.8428285131021,6.341899284241361,189.7696056627327,prosomillet
77,17.388098341094267,147.31827812693172,26.46363441726572,39.957470727031065,8.298266633202843,95.7895208194645,prosomillet
94,47.36260069410764,92.43979748912554,38.96437263144756,83.16746054135132,5.959628435275935,132.7709127290085,prosomillet
63,54.640245725567794,117.63934760100945,18.30777919095329,38.02527076224688,6.026798645498495,104.90629951763388,prosomillet
17,46.49003749590885,83.88605443883088,19.675402687602535,39.215173887704026,7.775896023885169,162.55818013791907,prosomillet
114,59.963124101714584,142.5755133744007,33.007233998979025,42.02167238981149,7.1708999030598655,72.60368862436638,prosomillet
15,49.77114832631177,14.935588902213253,21.278805596758456,82.19830696475199,7.469054283709326,62.69946886602958,prosomillet
97,22.85066213832743,110.36975993341592,37.12754803641656,59.96706458485163,5.571032017335672,52.722310926155046,prosomillet
88,82.30931232124895,96.04696716165002,15.634819279285814,70.77865976247965,6.851366552495165,127.67099770750868,prosomillet
83,11.5672351733319,42.002739067803134,31.497100493954008,64.97993163389782,7.474935671913842,245.72057642722115,prosomillet
10,85.3460135716526,45.321688900604606,28.833650694549092,52.98308424719663,8.38428421347783,76.84926990440431,prosomillet
65,88.05889503798176,83.09110986341902,28.02988141951072,38.59633935700781,7.745920835621203,221.16537007802575,prosomillet
80,29.621856035107193,119.15649190000288,31.32590523612506,82.25418836621971,7.035874905125275,241.92043662867138,prosomillet
113,63.86553126927977,83.80223805098525,29.947237190008433,61.02642179402123,7.240557748319105,114.35385127582191,prosomillet
40,47.09201937991298,49.25626367243362,35.61017067492931,76.77414529501453,6.215185067273236,173.81790122860951,prosomillet
40,36.290787039348785,28.374326057154263,33.7720626584527,31.71662333999363,6.11526558696462,101.31603688209461,prosomillet
112,73.32807570007957,27.350200332749353,20.002815250261595,59.04113860259195,6.265245607729432,232.9749266408686,prosomillet
105,26.048093975314515,71.00706284303502,39.72437733094765,48.98893398798032,8.10155552336354,105.87377755231482,prosomillet
34,59.85188041315659,107.03073927318094,18.22283578409474,82.86134699642884,6.1999819195451975,147.15023496558337,prosomillet
85,68.80813311516928,30.274488789901074,27.708710049167852,61.42748324350161,6.797682388756761,166.66820175604707,prosomillet
107,60.868908582679076,124.58671070440927,21.216041576168266,49.56039210749911,7.731396292805145,71.30929271150575,prosomillet
17,47.58882441289974,37.690100629815,38.19732707481969,53.013626568369105,6.199097620191746,54.59329880701051,prosomillet
86,44.295308970054215,111.41751695529129,19.81028312905765,54.685180098887486,7.2015933412080955,200.76478926856944,prosomillet
24,15.247367840865662,114.05977939079756,31.30070607112669,79.53610380035465,6.559595661223488,195.9367247376382,prosomillet
79,51.902118241319045,92.57397265348895,32.87234786759981,71.37111859501209,6.287720073290458,106.02593958383271,prosomillet
55,81.04562716072694,78.95327948900925,33.86102716669359,86.88566364114288,5.631578699230927,244.8222157079398,prosomillet
66,12.49778390934333,92.81022289648831,22.119517224838116,69.88783699558151,7.684071220859189,149.26406038970254,prosomillet
76,58.293369308783326,30.75507545000721,29.61437206396714,36.77971481554326,8.153235239582717,236.05427081349518,prosomillet
102,54.34713751559033,74.98215394954238,29.342263118901133,57.83547317369379,7.801490289328821,69.64773769970849,prosomillet
63,29.468822327182735,18.38727986319278,26.935133880597245,88.7668122537786,8.198560436063973,244.62639694128075,prosomillet
114,53.207571513416845,95.02086230555646,29.330745558551314,47.97762577211939,6.2346749770859935,142.0086722951057,prosomillet
65,47.99716726840111,138.91347965233285,22.93481909198929,30.903045953029164,6.645005917026303,137.9571097218124,prosomillet
116,36.75900602900829,38.60641164686051,29.819577494839717,39.3183773239523,7.584834748855745,71.00922743733899,prosomillet
45,49.43336087230976,102.72096020796143,25.66104874314513,82.72001614938517,7.397914717615785,181.58281166285778,prosomillet
50,64.82814455180808,11.199101752783939,20.993054922606547,40.62024800720549,8.11027600714313,228.36560176133537,prosomillet
15,47.63408002843721,65.56305552054765,39.21912518794337,76.09498073993785,7.648771636114508,187.32918869620661,prosomillet
16,66.21648558834582,49.654100761924624,27.32817757564808,31.93403312964554,5.621950807394266,170.7852711542187,prosomillet
80,20.151160015580665,103.75954089449726,19.659564879415008,52.95002690550703,6.477360418038929,126.65150781667487,prosomillet
20,68.40405968524615,47.15934740771679,34.58656880068491,30.628433696392957,8.382142470628239,219.9005928615933,prosomillet
45,67.13604503701163,67.25140997573052,15.090201509571974,68.26194970207348,6.601783040661041,107.31959916665662,prosomillet
97,89.55590079760191,138.1274074734051,15.90186076930468,33.374471460788996,8.173482311514462,237.7440362066628,prosomillet
113,60.844407531818156,93.34782651444287,36.09372597748874,52.68873082857287,7.984545796969455,147.8256857290507,prosomillet
73,72.65431562021058,77.12777360761352,33.99983005921001,60.5815336813256,5.573241129947551,97.85722602455695,prosomillet
68,35.57157765114631,14.396892991628071,35.45897528067617,34.3453084361289,6.576991932536176,133.76415481093363,prosomillet
94,34.59024603133763,47.859307044714505,37.02278966251971,39.27300144574909,7.660821128554854,246.5043508079465,prosomillet
118,88.61265156036347,39.229483124881725,16.318350503937797,55.96099366206118,8.09419858231548,230.19358242905707,prosomillet
53,35.93211945763823,55.3277173379873,20.219953549329098,56.47990538688151,6.195869571988069,111.91133778937544,prosomillet
33,21.707572652984084,92.08572238483903,29.515448717750946,76.22846980351427,5.872199142813548,59.99695682916646,prosomillet
104,55.689661704994066,149.52221012648238,20.715266021112072,55.05296425676325,7.437910510743704,63.26069514844397,prosomillet
23,74.84268603347523,46.72433740262566,30.21497733843281,37.5511084527909,7.706695173555614,120.76304482562448,prosomillet
57,74.86200837364984,74.23920549363291,28.282103049363442,81.32381824766262,7.12439492166512,185.20071986351616,prosomillet
67,70.26520761265479,34.71809482960175,35.09681958148281,54.54172612372168,6.224046821325556,105.9567069585418,prosomillet
102,48.99971271425688,92.04972074541304,25.579562768058107,52.759404604315876,8.142718210832129,165.82556505667628,prosomillet
60,36.125499404146,39.08425673791827,19.291262453401718,34.803543914713075,7.3182728417379135,160.82959616908508,prosomillet
60,20.373958579012417,146.60827491371273,16.527294791137997,56.31242782899551,7.970731139505714,53.76402572481973,prosomillet
106,52.20469769684786,135.63888422649933,32.97561409426328,58.61808683924218,7.899019968663038,160.25330316203969,prosomillet
63,27.30317747383743,14.34620193628472,16.236776275614943,82.04211888360699,6.397191112746676,224.55288510254329,prosomillet
55,85.95359727910355,148.15462023967453,29.578781904534445,74.42428132930254,7.633000637683826,120.75316555291542,prosomillet
83,48.695279475849766,136.48796598611747,21.19996076884597,62.4008519440359,6.439610355100112,232.0557041279456,prosomillet
19,74.98795687360165,84.01878605588837,24.027070344270335,49.54526795849896,8.478848344946513,79.99999802820341,prosomillet
103,80.96390598577217,58.1080887654988,34.27172559312081,62.07255154217479,6.417808975071743,150.22637415396258,prosomillet
119,55.28819744069473,102.89537642514966,23.03869461352406,62.26245278650572,5.565927277469823,169.640935178712,prosomillet
60,80.10283905740107,125.41845988595911,35.15840157085161,75.14476057979672,5.600808265498039,208.03827212990552,prosomillet
76,20.51175825529637,39.259136450076596,17.21954049478381,67.23919881865956,6.49843088504597,127.21757938715928,prosomillet
75,52.34557137878775,120.62350118639188,19.61464204529457,76.12605487090481,6.8977562021413945,141.219507213716,prosomillet
82,37.50062614084488,116.64865380487504,21.509752253236865,72.2793839576224,7.658959045803872,214.54333487254368,prosomillet
79,41.80033680940682,66.16583879302217,34.198770967168315,88.2340479080928,8.373458337062484,134.94520756768003,prosomillet
14,65.64417001277246,57.25699955270054,36.631831529783305,79.9269210701803,7.74965381093486,77.38081765516239,prosomillet
110,49.58037605980493,133.96893696542588,23.513141585760444,42.35345301028138,7.074291219704709,239.40745921024012,prosomillet
21,75.97332922161524,51.995223472794464,29.197836392185216,38.9682776886974,7.191386482324987,95.48682115248394,prosomillet
82,45.162713903553836,48.94319484768845,33.75585207942689,78.8077706065396,5.806965093860532,143.61894002225455,prosomillet
113,61.16776019331745,43.125765176006496,16.23476619944493,49.41586494936968,6.783525147962694,60.47478971664752,prosomillet
112,46.05999223622315,115.4187229746615,34.4943475331588,62.61264315724327,7.777367369387768,246.50334398272253,prosomillet
81,49.14499418691744,146.53169697552335,20.152299160853858,67.92654680730726,8.162036146460899,174.39509803470884,prosomillet
34,28.25003701094227,11.44797385350179,34.1693481118414,34.31121943014325,8.0595815522559,184.65091209019366,green gram
32,33.015870303741266,140.549149051968,17.243982054065807,51.78029872657902,6.102985064166539,174.40908699295647,green gram
33,20.49979649019912,116.88175767782812,35.083761492745296,36.909651676219596,7.636791054735844,154.63274050212326,green gram
61,49.22388178175676,107.30712025734984,36.79157819382449,85.80278804829757,5.783877759001945,74.69603221931081,green gram
37,71.02216175924806,103.16425448913684,17.264429226351414,69.96739114346343,6.217824268308876,227.66582197751882,green gram
55,84.18914460059652,118.78412234860089,26.253700639575776,62.265529077409866,7.3145296422511885,65.10842703392254,green gram
107,22.413325095086087,133.90140285591053,34.88631220686314,78.84569337511971,6.328858573578319,112.96869702159778,green gram
98,59.61956097077474,41.45573142377695,23.65416294104441,47.866771184719695,5.555216353212046,211.26478660800026,green gram
51,34.541604153049704,96.51715104942396,30.524131313085938,84.61020206661921,5.854294572776577,56.06188367999714,green gram
29,41.31446062219072,109.49527842849868,22.762981904164654,78.45182856653763,7.191436793118053,88.49878255420936,green gram
112,14.051992014364005,83.72225083446276,23.241869209214265,51.919132106141234,6.463453567933846,215.49009904002833,green gram
50,55.48157841146832,46.78316786556338,38.88040926500629,87.11017064897942,8.38190366691444,85.54526021623002,green gram
13,13.350064158139077,123.70560440739655,31.889682319979087,39.081101121208285,7.380127281097041,244.71578806404628,green gram
116,34.427676697674244,42.16972012363263,25.9404685253781,67.8724072569965,7.074492324009204,131.97305956321736,green gram
110,64.66632230002494,58.501123831464945,24.169351027359333,64.2154719915974,6.032345740156806,217.26664387454923,green gram
70,63.22231599590581,108.0927953093017,20.641042683625834,62.87155179158329,7.0646470840693905,76.81371539524626,green gram
104,61.73891959294673,127.52983146024044,21.18516187866341,79.2311719450305,7.8306390313140515,178.1462807053015,green gram
109,23.43747457456482,44.54967277582009,19.659355164488584,85.50428111000724,7.160094388664337,93.98859763404707,green gram
75,49.00914180762519,63.09616295972268,23.549722240962534,30.446988909271862,6.309819063902398,176.89906038902834,green gram
112,18.607480225317943,104.59084875932571,25.35433857739035,67.55223201340867,5.989060111978552,88.52679114960452,green gram
103,77.32327027408269,149.12117449116653,29.910862793021366,83.01202234190612,6.283568558389987,172.87403497030232,green gram
80,62.49735648340373,70.33270215157467,30.246891420703705,52.65166115948527,7.513705120797958,137.66059667346894,green gram
23,26.583615269133265,92.26060628583491,25.041397017359227,54.48021082211739,5.686376835835596,58.442519835117395,green gram
63,85.45885056339849,85.42458215404007,25.78189921380651,37.765905260377124,6.677707460972289,51.517983191250494,green gram
101,77.54694960308706,116.71195415066484,38.22901902109034,42.05769628990712,8.335836729370618,164.8467109853196,green gram
69,67.1576792820197,96.34961450084832,38.421261334921724,73.65530791964477,7.894811026536104,176.87976039292238,green gram
69,13.549035072865028,73.68127602989966,36.55727303150847,54.17852644184896,5.5416264298770805,200.42431764085234,green gram
50,79.27083782906078,88.22514748762715,28.099265254488706,62.76712054113348,5.841991542424503,146.987128457922,green gram
22,61.75435200624817,84.77397331931259,17.043136900583796,54.60903518487046,6.1467125760373,246.13804700792014,green gram
89,61.17811427307774,22.146119895034186,30.529180585114283,48.633343111749085,8.371065507301957,173.3081579856931,green gram
35,60.25387924317046,18.25050342989613,19.113899857381174,61.24784289626692,5.530550856126666,214.19232231110226,green gram
63,83.41347479072154,83.1842792882229,33.9640150360288,58.658943471571945,5.585640009214775,234.6756722301907,green gram
63,89.35209307619338,22.645689580924476,30.12581215585106,35.41222008620126,6.302530672053703,186.6967205778057,green gram
81,15.395324103190307,34.529353259410655,36.05952034543366,52.126890611162864,6.43755098575064,135.53148217171662,green gram
59,38.54529489395048,42.00241906120616,34.91771486427609,65.53054900704764,7.743514702819095,108.14492109235121,green gram
29,51.288353738863236,59.91121373508407,30.065913102751633,43.93755988566234,7.968560494851583,249.83605454787025,green gram
74,29.62253793683317,107.69443112634235,26.900445806317535,83.066023486612,7.796005572481161,64.65822403000358,green gram
56,43.7576263179485,133.48983086714406,23.51936676574818,47.99467757863861,7.856769269351892,170.34514592143515,green gram
18,72.45038477966744,77.14537329054689,32.137252536807665,67.70725510229647,7.730824361090838,74.4493463333088,green gram
66,38.37675345587476,70.17924597913326,36.220575011200225,69.2526231550313,8.007795229311954,92.91102712193754,green gram
74,37.237526742543125,11.083378150776591,27.01014205985637,74.44914674572121,5.818264060704018,168.420356653324,green gram
75,73.61250566890322,43.660023832562715,18.432162079020166,41.54950597625361,8.30914130170736,168.62876159762214,green gram
32,52.202681819859684,129.1404886001217,16.673514105836166,62.78911475683807,6.791550569419675,130.50636803096683,green gram
116,48.50456916608633,119.0939493597086,19.246506426869185,39.613207856489424,5.8720799000621025,132.4298214114114,green gram
87,82.16590283169617,109.36646426897701,30.07056286335264,48.89576231608153,8.12214061614607,141.9121421010329,green gram
27,40.65918875268505,72.20785089486697,19.651360596148464,34.03877474731605,8.121670636624355,126.56584570097414,green gram
101,34.24831438648232,63.67502788675142,30.218402893049237,88.50300032845611,6.824586183619157,179.38056236958212,green gram
26,28.775068982279954,50.548132890688485,32.917109460509785,44.36600137401376,6.33232443187902,233.89841047623378,green gram
73,84.90312013354962,114.97058050862353,27.98534344260716,77.43535977257919,6.002072179946955,140.08475812276976,green gram
53,47.84609946520937,16.682847781287915,38.69641492313859,38.95449744495637,6.5218634019889805,208.70236078115357,green gram
53,28.216249176007693,100.7071434223851,25.529931821192026,78.25814967578818,7.821221213990556,183.0852730382888,green gram
68,30.906225657235247,53.3451872795058,16.687452401769647,78.23873370718559,8.408839404922642,130.81774654758806,green gram
48,54.56997730020354,71.24280451629804,23.31626294165166,56.01987109535874,6.2449157359415235,186.50247745181835,green gram
38,22.90177530831791,67.44333370075879,39.40988602300348,68.26646004505855,7.029222126128,181.75085564475597,green gram
51,31.3334125060495,72.10501536329363,30.822532132902637,76.64127404445719,6.101364441106058,172.5682636678842,green gram
112,83.75713023277397,134.63592427630925,29.264564893582254,62.35271364923988,6.817034925823719,144.95787377404378,green gram
12,64.104433747813,39.7569612642598,22.268748536093067,42.36355077870076,5.560456697463054,237.81903057521237,green gram
21,43.41753374274369,46.419581116414136,32.44610750132473,46.46487268794696,5.760295293971543,176.7573049634815,green gram
39,63.76789198487234,146.18884359910302,23.004510293595413,38.72119506096209,6.841052073157179,120.84943971204495,green gram
15,66.69040690334182,94.77374922266958,35.361841621612804,45.34786475484013,7.588622300463669,74.36614289890278,green gram
95,48.87805671292212,92.1966232912111,20.709350943522146,43.493548779185254,6.141207546482409,162.92227343081362,green gram
92,49.95870545344735,138.3328064912452,15.898791567593122,48.155407229392694,6.344371022079963,117.49110549418698,green gram
110,68.08082669888343,123.16852632220947,38.388181878765664,50.46106770711328,6.110888393112125,106.95362618768587,green gram
69,32.47796713221254,70.72675157808987,27.848158925678863,86.9424305270391,6.407681760391187,187.1283781179742,green gram
103,36.16270237778813,93.59868519751001,17.756157820806067,82.7716062809064,5.956483845063355,244.54314431973359,green gram
29,53.06794117700733,27.22959807711877,19.09828379893893,42.88405207228979,7.841740881123993,199.58035916892993,green gram
40,13.139937219544366,17.6091958919964,27.881827193934676,35.550362729382165,7.280479460823253,144.34843184874399,green gram
115,78.61450916238353,71.94967382723975,23.477633288576044,73.42407544796168,7.472803679998831,143.66839842773743,green gram
34,15.438199503040684,95.38573485797616,16.536863243083786,50.11811250917589,7.924862348525563,135.14696997384254,green gram
29,87.97221169875257,106.08569079700965,37.63722628527785,73.96971291287866,7.230280921516089,56.42432995515772,green gram
83,19.244253629090906,94.55211035008519,39.05118462905499,85.93539782786895,6.331769216013813,236.07543198631373,green gram
12,69.1468517803271,69.22454722587514,16.573726771717347,35.19303086652146,7.20840653232863,129.7152836606945,green gram
100,73.70324692592422,55.12284842939431,25.601850460153777,38.0015212530505,8.368640004946363,128.53598570551065,green gram
34,40.78848876800034,102.58359974267664,19.56144349367009,72.19535736090168,6.527223767012682,170.9637674180574,green gram
48,80.84860957138731,94.24880238524524,22.236483955100063,34.719213754743016,7.653512115235373,141.69806943197048,green gram
89,84.80135290320861,106.5623368968118,22.188994681988078,66.26938529379731,8.200133055520055,170.24705294643843,green gram
97,14.016463337108265,110.52570860181228,37.70374257676798,73.56592219391877,7.653352117474511,224.5059658933312,green gram
85,24.871096922446505,99.54626029560733,24.329466540023226,41.291600087570274,7.005383880831403,222.5177592208263,green gram
113,61.61979095267942,124.05508658363352,26.525304968354398,31.14574970603023,7.163998846212744,58.516328299848894,green gram
60,71.89318178434421,97.76414416447693,22.578583997926003,82.54744734284027,6.549894149360578,85.67745400800007,green gram
30,49.88099949646224,28.50742002898347,16.436046915984818,32.488435176068435,6.869209405169317,230.53843675960934,green gram
37,49.71042611793604,86.52720686819778,30.66408293525634,88.59855477012951,6.2869181649551775,203.39111053070533,green gram
56,32.26886136235229,145.13180614751957,22.823518480129408,49.911563742192115,5.7635409104409625,122.73180583954453,green gram
13,73.5649640076042,36.702898995405505,25.612564331404823,34.3871818279569,6.143683475785352,215.073056276551,green gram
64,77.6694529503439,32.63745573227988,29.12081931591694,55.66770206032812,8.382562371041313,173.80801836694735,green gram
38,34.26913827845741,49.8685815597259,36.419619923034304,61.53420838756115,7.711326245033282,234.04436573759182,green gram
52,75.33331897338223,91.99934596518054,28.68706978264072,61.72144675913546,8.058174061793316,249.5794410970777,green gram
39,39.87395796296974,75.65064452564167,26.71976663664872,80.49593015924168,5.832102921110449,241.00340259465347,green gram
79,89.63674857814871,127.57786239300991,39.16298543605046,57.662845941647156,5.615625129968981,126.08011363794218,green gram
92,64.84872870012482,102.2013555135841,17.74067528725235,34.61818511190285,5.927759846827401,120.65896246103958,green gram
61,60.62546866960224,36.50886535026677,34.56717362635581,88.45221377660582,7.534040337354412,63.229203398684604,green gram
118,77.94312599597906,84.28410290934384,26.454882070545438,83.39541418904554,6.581294403381381,239.10602704999695,green gram
111,66.59975701348469,45.352458271128555,31.044833274388402,89.93231225921,6.949819806056024,207.94143873573907,green gram
17,25.810779697391375,136.8339961177684,27.09529276577943,65.97922083128327,7.29675769162607,204.23454372137587,green gram
103,38.14052520894186,61.30316051212005,36.66921951974511,84.0308109534083,7.321081957553996,129.90208477308323,green gram
88,88.8502125298768,11.094769818957168,18.51591884830318,70.34158814364406,6.549011444872372,95.92606887790387,green gram
66,88.75901539315096,66.8768820107901,30.07601324735461,44.87120300688576,5.780441636498766,81.13382774534823,green gram
62,88.53740200633169,37.35791820029331,21.93004028379425,63.9740042418594,5.843496759236656,181.4915455860486,green gram
112,67.69782601366376,140.82357839079233,19.926841054658382,33.392282773855214,8.493547461044347,193.2396283171512,green gram
103,45.80941361424528,62.641482516227335,16.41066885726117,37.64114849085231,5.600977951569263,139.4607406640198,green gram
104,65.99991457217953,29.25710798050056,26.75817196848283,70.71107896582717,8.090508802542828,84.49436189330123,horse gram
102,26.477997998787952,129.1884727871959,32.54221134709853,31.747371049460604,6.067616679262505,152.97816897357382,horse gram
82,46.52297771067478,126.67211382620614,19.999282592611635,44.17854356751636,7.647032302658594,87.64773884396182,horse gram
73,22.390487968232698,16.438874440950727,24.085527312656744,80.36620093100964,6.549707809840342,213.503214821653,horse gram
36,69.34463443710676,61.53662298387153,20.31135591483553,35.82498671757663,7.139053196457738,131.82342112860175,horse gram
12,12.97627256433465,74.58402661581148,26.18751033156186,30.081687235462642,6.577573964061831,153.27668362544196,horse gram
99,22.94722469331454,110.76945695858029,15.271078318873661,78.15275791292991,7.26995686000576,59.13021339466249,horse gram
102,76.07814369720731,85.10671233262215,36.646879283869424,53.61550797168959,5.934054038688783,69.30996427403863,horse gram
68,48.18609578956777,13.975603484653561,37.24628867029881,83.47528337251532,8.308699995282804,226.8745990873822,horse gram
77,24.555998237711325,29.32128779925637,36.880626230396786,43.11712685560586,5.547589570924833,146.46164273062664,horse gram
71,30.017423607056266,21.812044994933622,16.494679453209578,68.79058032014201,6.833768503400694,143.96426728414613,horse gram
26,10.228696894791254,115.93023917096762,36.69760235308059,56.781230156719175,6.105865759222499,200.89140816515908,horse gram
88,13.995706850749645,13.44009000628797,16.19652956912238,61.961210144531705,5.610264283531108,152.9497213550554,horse gram
31,78.00660940358998,29.768531007196238,36.457020121137035,89.3495310671419,8.129709279985597,242.8335917511015,horse gram
50,11.031026877459444,110.93970441316205,16.32586410851244,85.59609342928694,8.159831171960983,85.23548436676762,horse gram
104,83.80143961934222,19.36217046157452,21.967219975135237,66.75364353176857,6.251353403555831,240.54139690993168,horse gram
62,61.392026260465535,56.70934425580072,26.24274574928054,48.63014328677517,8.46267172661831,107.57320756511302,horse gram
48,34.557720517433914,121.31706001805352,36.06770471277857,63.50324822342272,7.639104591815692,101.24802106133342,horse gram
21,37.70946459016332,63.312150778891834,30.447898059718124,38.48504220925439,7.425730025045228,182.85165516671248,horse gram
33,71.53072347023863,102.73523380223364,28.422173946173736,82.23116435198843,5.850172802973708,165.6221021425843,horse gram
20,79.98720952430774,20.881859655390826,37.18726806515657,89.78559552448776,5.542477417545382,145.9835000507909,horse gram
